product_id,product_url,name,discount,discounted_price,original_price,total_reviews,product_info
471602205,https://www.dresslily.com/3d-light-print-kangaroo-pocket-product8352551.html,3D Light Print Kangaroo Pocket Hoodie,39,24.99,40.75,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:3D Print;Season:Fall,Spring;Weight:0.5250kg;Package Contents:1 x Hoodie;"
464987506,https://www.dresslily.com/tiger-graphic-front-pocket-casual-product8270106.html,Tiger Graphic Front Pocket Casual Hoodie,51,19.99,41.02,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5500kg;Package Contents:1 x Hoodie;"
280435105,https://www.dresslily.com/3d-printed-style-fashion-hoodie-product6147090.html,3D Printed Style Fashion Hoodie for Men,0,0,29.99,0,"Material:Polyester,Spandex;Clothes Type:Hoodie;Occasion:Casual;Product weight:0.4800 kg;Package weight:0.5000 kg;Package Contents:1 x Hoodie;"
455347401,https://www.dresslily.com/glen-check-pattern-pocket-casual-product8155525.html,Glen Check Pattern Pocket Casual Hoodie,0,0,29.99,0,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5200kg;Package Contents:1 x Hoodie;"
456235403,https://www.dresslily.com/chain-plant-print-long-sleeves-product8159490.html,Chain Plant Print Casual Hoodie,0,0,29.99,0,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Plant;Season:Fall,Spring,Winter;Weight:0.5300kg;Package Contents:1 x Hoodie;"
471400702,https://www.dresslily.com/marvel-spider-man-spider-sense-product8354729.html,Marvel Spider-Man Spider-Sense Is Tingling Print Sweatshirt,0,0,22.99,0,"Clothes Type:Sweatshirts;Style:Casual;Pattern Type:Character,Letter;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.3600kg;Package Contents:1 x Sweatshirt;"
358759902,https://www.dresslily.com/christmas-costume-adult-couple-round-product6590956.html,Christmas Costume Adult Couple Round Neck Digital Print Hoodie,0,0,22.99,0,Product weight:0.4000 kg;Package weight:0.5000 kg;Package Contents:1 x Hoodie;
469221305,https://www.dresslily.com/tribal-patchwork-drawstring-hoodie-product8337123.html,Tribal Patchwork Drawstring Hoodie,0,0,22.99,0,"Clothes Type:Hoodies;Style:Fashion;Pattern Type:Print;Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.3800kg;Package Contents:1 x Hoodie;"
456286309,https://www.dresslily.com/contrast-trim-pullover-drawstring-hoodie-product8170756.html,Contrast Trim Pullover Drawstring Hoodie,0,0,22.99,0,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Color Block,Print;Season:Fall,Spring;Weight:0.5800kg;Package Contents:1 x Hoodie;"
378377808,https://www.dresslily.com/letter-graphic-print-fleece-hoodie-product7442017.html,Letter Graphic Print Fleece Hoodie,0,0,22.99,0,"Clothes Type:Hoodie;Occasion:Daily,Daily Use,Going Out,Home,Night Out,Office,Sports,Travel;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton;Thickness:Regular;Patterns:Graphic,Letter;Season:Fall;Weight:0.5700kg;Package Contents:1 x Hoodie;"
182610518,https://www.dresslily.com/hooded-long-sleeves-hoodie-product1612565.html,IZZUMI Classic Color Block Front Pocket Hooded Long Sleeves Men's Hoodie,0,0,22.99,1,"Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Weight:0.5910kg;Package Contents:1 x Hoodie;"
461060801,https://www.dresslily.com/painting-splatter-print-kangaroo-pocket-product8217911.html,Painting Splatter Print Kangaroo Pocket Hoodie,0,0,22.99,0,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Festival,Going Out,Night Out,Sports;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Paint Splatter;Season:Fall,Spring,Winter;Weight:0.4400kg;Package Contents:1 x Hoodie;"
461469005,https://www.dresslily.com/christmas-dog-snowflake-print-drawstring-product8224555.html,Christmas Dog Snowflake Print Drawstring Hoodie,0,0,22.99,0,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Night Out,Sports;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal,Graphic,Print;Season:Fall,Spring,Winter;Weight:0.3800kg;Package Contents:1 x Hoodie;"
470753404,https://www.dresslily.com/christmas-candy-pattern-kangaroo-pocket-product8367644.html,Christmas Candy Pattern Kangaroo Pocket Hoodie,38,19.99,32.42,0,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Ball,Candy,Christmas Tree,Print;Season:Fall,Spring,Winter;Weight:0.4100kg;Package Contents:1 x Hoodie;"
471402104,https://www.dresslily.com/marvel-spider-man-tie-dye-product8354786.html,Marvel Spider-Man Tie Dye Letters Print Sweatshirt,0,0,22.99,0,"Clothes Type:Sweatshirts;Style:Casual;Pattern Type:Letter,Tie Dye;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.3580kg;Package Contents:1 x Sweatshirt;"
